Rank,Player,Club,Nationality,Points,Percent,Season,Winner,Winner Country,Winner Score,Finalist Score,Finalist,Finalist Country,Venue,Attendance,Meilleur Buteur,Pays buteur,Club buteur,buts
13,Harry Bild,IFK Norrköping,Sweden,3,0.0285,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
13,Josef Masopust,Dukla Praha,Czechoslovakia,3,0.0285,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
17,Jef Jurion,Anderlecht,Belgium,2,0.019,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
17,Károly Sándor,MTK Budapest,Hungary,2,0.0285,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
17,Robert Herbin,Saint-Étienne,France,2,0.019,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
17,Cesare Maldini,Milan,Italy,2,0.019,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
21,Mário Coluna,Benfica,Portugal,1,0.0095,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
21,Ake Johansson,IFK Norrköping,Sweden,1,0.0095,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
21,Manfred Kaiser,Wismut Aue,Germany (East),1,0.0095,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
21,Metin Oktay,Galatasaray,Turkey,1,0.0095,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
21,Svatopluk Pluskal,Dukla Praha,Czechoslovakia,1,0.0095,1963,Milan,Italy,2,1,Benfica,Portugal,"England Wembley Stadium, London","45,715",José Altafini,Italy,AC Milan,14
1,Denis Law,Manchester United,Scotland,61,0.581,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
2,Luis Suárez Miramontes,Internazionale,Spain,43,0.4095,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
3,Amancio Amaro,Real Madrid CF,Spain,38,0.3619,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
4,Eusébio,Benfica,Portugal,31,0.2952,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
5,Paul Van Himst,Anderlecht,Belgium,28,0.2667,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
6,Jimmy Greaves,Tottenham Hotspur,England,19,0.181,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
7,Mario Corso,Internazionale,Italy,17,0.1619,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
8,Lev Yashin,Dynamo Moskva,Soviet Union,15,0.1429,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
9,Gianni Rivera,Milan,Italy,14,0.1333,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
10,Valery Voronin,Torpedo Moscow,Soviet Union,11,0.1048,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
11,Karl-Heinz Schnellinger,Roma,West Germany,6,0.0571,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
11,Ferenc Bene,Ujpest Dozsa,Hungary,6,0.0571,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
13,Jean Nicolay,Standard Liège,Belgium,5,0.0476,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
14,Helmut Haller,Bologna,West Germany,4,0.0381,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
15,José Torres,Benfica,Portugal,3,0.0286,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
16,Coen Moulijn,Ferencváros,Netherlands,2,0.019,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
16,Flórián Albert,Milan,Hungary,2,0.019,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
16,José Altafini,Feyenoord,Italy,2,0.019,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
19,Giacinto Facchetti,Juventus,Italy,1,0.0095,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
19,Sandro Mazzola,Internazionale,Italy,1,0.0095,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
19,Bobby Moore,Anderlecht,England,1,0.0095,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
19,Klaus Urbanczyk,Hallrup IK,Germany (East),1,0.0095,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
19,Ole Madsen,Internazionale,Denmark,1,0.0095,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
19,Omar Sívori,West Ham United,Italy,1,0.0095,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
19,Jef Jurion,Juventus,Belgium,1,0.0095,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
19,Néstor Combin,Chemie Halle,France,1,0.0095,1964,Internazionale,Italy,3,1,Real Madrid,Spain,"Austria Prater Stadium, Vienna","71,333",Vladimir Kovačević,Yugoslavia,FK Partizan Belgrade,7
1,Eusébio,Benfica,Portugal,67,0.6381,1965,Internazionale,Italy,1,0,Benfica,Portugal,"Italy San Siro, Milan","89,000",Eusebio,Portugal,Benfica,9
2,Giacinto Facchetti,Internazionale,Italy,59,0.5619,1965,Internazionale,Italy,1,0,Benfica,Portugal,"Italy San Siro, Milan","89,000",Eusebio,Portugal,Benfica,9
3,Luis Suárez Miramontes,Internazionale,Spain,45,0.4286,1965,Internazionale,Italy,1,0,Benfica,Portugal,"Italy San Siro, Milan","89,000",Eusebio,Portugal,Benfica,9
